15-stars	15 Stars	brand	US				bourbon	none			auto	high	https://15stars.com/first-west/	Fully verified this session (quota-starved before). 15stars.com (opened) states its bourbon is "Blended and Bottled in Bardstown, Kentucky USA" -- confirms countryCode=US. "15 Stars" honors Kentucky as America's 15th state; "First West" is a sub-line name (Explorer/Small Batch/Extra Aged/Toasted Oak), not a separate producer -- both the "15 Stars Platinum" and "15 Stars First West" catalogue samples are bourbon. Corrected kind from blend to brand (bourbon is not a blend) and set defaultTypeName=bourbon. Trade press (not independently opened this session) additionally names founders Rick & Ricky Johnson and contract distillation at Bardstown Bourbon Co. peat=none: no smoke/peat mentioned; bourbon mash bill.
36-south	36 South	brand	AU			Morris of Rutherglen	grain	none			auto	high	https://www.morrisofrutherglen.com/pages/36-south-whisky	Re-verified producer's own page directly this session (confirms Double Grain Whisky, Morris of Rutherglen, Victoria, since 1859, no peat). kind corrected distillery -> brand: 36 South is a whisky label made inside Morris of Rutherglen's existing winery/distillery, not a separate physical distillery.
aber-falls	Aber Falls	distillery	GB-WLS			Halewood Artisanal Spirits	single malt	none			auto	high	https://www.aberfallsdistillery.com	North Wales single malt distillery (first in North Wales since the early 1900s), Station Road, Abergwyngregyn. Re-fetched the official site directly this session: confirms Halewood Artisanal Spirits PLC ownership and the single malt focus; still no peat/smoke mention anywhere on the site. Confidence raised from low to high given this session's direct re-verification of every asserted field.
aberdour	Aberdour	blend	GB-SCT				blend	none			auto	high	https://www.diffordsguide.com/beer-wine-spirits/1275/aberdour-piper	Upgraded to high: "Aberdour Piper" is a genuine, currently-sold Standard/premium Blended Scotch (40% ABV, malt+grain aged min. 3 years) per Difford's Guide; no producer/bottler name found, no peat/smoke mentioned anywhere.
agitator	Agitator	distillery	SE				single malt	unknown			auto	high	https://agitatordistillery.com/en/ https://agitatordistillery.com/en/single-malt-whisky-rok/	Confirmed real Swedish single malt distillery in Arboga via its own domain (agitatordistillery.com, opened). Added defaultTypeName=single malt (the whole range - base, Rok/Rok, Argument series - is single malt whisky; no grain or blended product found). REVIEWER FLAG RESOLVED: 'Agitator Rok' is real and matches 'Rok' (Swedish for smoke) on the official site, which IS a smoky/peated expression - confirmed on the producer's own product page (opened): 'a smooth smokey single malt whisky' with 'flattering peaty notes', matured in ex-Islay and chestnut casks. Wrote a peat rule for pattern 'rok' (peatProfile=light, per independent reviews calling it mild/'far from Islay-level' smoke) - see rule.tsv. The umbrella row's peat stays unknown: whiskynotes.be documents both an unpeated 2019 release and a peated 2020 release under the plain 'Agitator' name, so no single level applies to the base range either.
aikan	Aikan	brand	FR				blend	unknown			auto	high	https://www.aikanwhisky.com/en-extra-collection/	Real, well-documented brand (own site aikanwhisky.com): a blended Scotch whisky aged 3+ years in Scotland, then further matured 2-4 years in Le Lamentin, Martinique in aged-rum and French-oak casks -- "Aikan" is Arawak for "marriage" (of Scotch and Caribbean rum-ageing traditions). countryCode set to FR because Martinique is French territory and the finished, further-aged product is a French-finished whisky, not legally Scotch. peatProfile withheld as unknown: one retailer description of the wider Aikan range lists "smoky" among eight flavour variants, but the Extra Collection's own tasting notes (woody, spicy, chocolate, dry finish) show no smoke and no producer-domain source specifies which SKU, if any, is peated.
ailsa-bay	Ailsa Bay	distillery	GB-SCT	lowland	lowland	William Grant & Sons	single malt	medium			auto	high	https://www.williamgrant.com/Create	Peat claim now corroborated by the producer's own domain (williamgrant.com/Create): "a unique, sweet, smoke single malt peated whisky" at "022 parts peat" (~21-22 ppm on Ailsa Bay's own SPPM/PPPM scale), consistent with medium. Previously only cited via Wikipedia, which would not satisfy the domain-corroboration requirement for a positive peat claim.
alexander	Alexander	brand	IT			Bottega Spa	single malt	none			auto	high	https://www.bottegaspa.com/en/the-collections/whisky-alexander-en/	Fully verified this session, resolving the seed's unconfirmed Italian guess. bottegaspa.com (opened) confirms Alexander Single Malt is distilled by the Bottega family itself (Bibano di Godega di Sant'Urbano, Treviso, Italy) -- Sandro Bottega learned distilling in Brazil in 1985 and built his own whisky; double-distilled, matured a minimum of 4 years in oak, then finished at least 2 more years in barrels that previously held the family's own Chianti/Montalcino(Brunello)/Valpolicella(Amarone) wines. Three cask-finish variants (red wine, Brunello, Amarone) are all single malt, matching the catalogue's "Amarone Cask Finish" sample. Corrected countryCode from XX to IT, kind from blend to brand (this is single malt, self-distilled by Bottega, not a blend), and set defaultTypeName=single malt and owner=Bottega Spa. peat=none: no smoke/peat mentioned across the whole range description.
amahagan	Amahagan	blend	JP			Nagahama Roman Beer Co., Ltd.		unknown			auto	high	https://www.romanbeer.com/whisky/ https://jwhisky.com/distillery/nagahama-amahgan https://www.hombo.co.jp/en/item/whisky/marswhisky/	Owner corrected: Amahagan is the World Malt line of Nagahama Distillery (Nagahama Roman Beer Co, Shiga), NOT Hombo Shuzo/Mars - Amahagan is absent from Mars Whisky's own lineup page. Distillery uses both unpeated German and peated Scottish malt per jwhisky.com, peat varies by release; the World Malt Edition Peated SKU (search-level evidence only) is caught by the global peated keyword rule.
american-distilling-co	American Distilling Co.	bottler	US					unknown			auto	high	https://www.conciere.com/our-products	New row for conciere: bottling company named on Conciere's own product page ("Bottled by American Distilling Co., Mira Loma, CA"), a well/value-spirits line spanning whiskey, rum, gin, vodka, tequila. No further detail confirmed this session beyond the bottling credit.
an-orkney	An Orkney	brand	GB-SCT	islands	highland	Edrington	single malt	light	highland-park		auto	high	https://www.highlandparkwhisky.com/en/collection	Corrected peatProfile medium -> light: Highland Park's own official site self-describes its whole range as "Lightly-Peated & Subtly Smoky Single Malt Scotch Whisky" (page title and body text), not medium. An Orkney is treated as Highland Park's identical liquid under an undisclosed/teaspoon label (Orkney has only two distilleries and the other, Scapa, is wholly unpeated, so a peated "An Orkney" release can only be Highland Park) -- this citation describes the parent distillery's own peat level, not an official Highland Park acknowledgment of "An Orkney" by name.
angels-envy	Angel's Envy	distillery	US			Bacardi Limited		none			auto	high	https://www.angelsenvy.com/	Louisville, Kentucky distillery (Louisville Distilling Co LLC), known for port-cask-finished bourbon. Corrected defaultTypeName from bourbon to empty: the official site (fetched this session) confirms a rye whiskey (finished in Caribbean rum casks) alongside the bourbon range, so not every bottling is bourbon. Bacardi Limited ownership (acquired 2015) now directly confirmed via the official site's own footer/brand-partnership references, replacing the seed round's unconfirmed general-knowledge claim. No peat mentioned anywhere. Confidence raised from low to high.
antiquary	Antiquary	blend	GB-SCT			Tomatin Distillery Company	blend	none			auto	high	https://scotchwhisky.com/whiskypedia/2305/the-antiquary/ https://tomatin.com/blog/antiquary/the-return-of-the-antiquary-a-modern-whisky-revival-in-bold-new-packaging-with-three-exceptional-whiskies/	Confirmed: founded 1857 Edinburgh by J&W Hardie; blend acquired by Tomatin (owned by Takara Shuzo) with the J&W Hardie firm in 1996/97. Flag for reviewer: scotchwhisky.com's Whiskypedia entry says "a dash of Islay malt accounts for its light smokiness", but Tomatin's own current site (2024 relaunch, three cask-finish expressions) states only "the finest Highland and Speyside malts with Lowland grains" and does not mention Islay or smoke at all -- trusted the producer's own, more current statement and kept none rather than asserting the withheld light-peat claim from the older trade source, since that source isn't Tomatin's own domain and conflicts with Tomatin's current copy.
armorik	Armorik	distillery	FR			Distillerie Warenghem		none			auto	high	https://armorik.bzh/en/our-distillery/ https://armorik.bzh/en/our-single-malts/ https://armorik.bzh/en/our-peated-single-malt-whisky/	Core range (Classic, Double Maturation, Sherry Cask) unpeated per the producer's own site and retailers (non tourbe); two peated variants documented on the producer's own domain, covered by rules for Yeun Elez (50ppm Scottish peated malt) and Roch Du (lightly peated). defaultTypeName cleared: Warenghem also makes the WB blend (25% malt, 75% grain). Family-owned, led by David Roussier.
azabu	Azabu	blend	JP				blend	unknown			auto	high	https://www.fromthemalt.com/en/products/azabu-zabu-pure-malt-whisky-700ml https://dekanta.com/products/azabu-pure-malt-whisky	countryCode filled in (was empty): "Azabu Pure Malt Whisky", Product of Japan, bottled 2020, 40% ABV -- a vatted blend of peated malt (aged in bourbon casks) and Scottish malt whisky, finished in sherry casks. peatProfile left unknown/withheld: the peated-malt component is described consistently by retailers (fromthemalt.com) but no producer-own-domain page was found to corroborate a specific level -- withheld peat proposal: contains a peated-malt component per fromthemalt.com.
back-to-black	Back to Black	blend	GB-SCT			Sodiko NV	blend	none			auto	high	https://novus.zakaz.ua/en/products/viski-700ml-velikobritaniia--05414145034311/ https://balticwhiskyshop.com/en/product/the-story-of-back-to-black/	Fully verified this session (quota-starved before). Two independently-opened retail listings agree: novus.zakaz.ua (opened) names it "Blended Scotch whiskey" from "Great Britain," bottled by Sodiko NV (the same Belgian private-label bottler behind this batch's Kentucky Jack); balticwhiskyshop.com (opened) confirms Scotland and a "Light & Floral" honey/vanilla/buttery-biscuit profile with no smoke, crediting "Artisan Spirits Box" as producer (likely the brand-owner/trademark holder commissioning Sodiko as contract bottler -- both names may be correct at different levels, flagging for a human). One retailer (caskcartel.com, opened) contradicts itself, labeling "Origin: Scotland" in its own spec field while pasting templated prose about "Walsh Whiskey Distillery ... Ireland" and "faint smoke notes" -- treated as a templated copy-paste error, not evidence, since it conflicts with its own spec field and with two other independent sources. Confirms countryCode=GB-SCT, owner=Sodiko NV, peat=none.
bagots	Bagots	brand	IE					unknown			auto	high	https://www.bagotswhiskey.com/core-collection	Resolved (seed found nothing): official site (bagotswhiskey.com) confirms Irish whiskey; Core Collection spans Grain Game (grain), Triple Batch (grain+malt blend) and a Single Malt (100% malted barley) -- defaultTypeName stays empty, kind changed blend->brand since the range isn't a single "blend" product. No producer/distillery named on the site (may source from a contract distillery, as is common in Ireland). No peat mentioned; kept unknown rather than none given the single malt line's status is unconfirmed.
bakers	Baker's	brand	US			Suntory Global Spirits	bourbon	none	jim-beam		auto	high	https://www.beamdistilling.com/bakers/bourbon	Confirmed via the producer's own official domain (beamdistilling.com): James B. Beam Distilling Co. (Suntory Global Spirits), Clermont, KY; named after Baker Beam; part of the Jim Beam Small Batch Collection; Kentucky Straight Bourbon, no peat.
